Linear_size,Temperature,Energy_per_site,Energy_variance,Magnetization,Magnetization_variance,Abs_Magnetization
10,1.0,-1.986649066666667,0.0003267492724622232,0.9990933333333334,4.611128888888888e-05,99.90933333333334
10,1.1052631578947367,-1.9812265333333332,0.0016648016693155572,0.99468,0.0035388976000000007,99.50266666666667
10,1.2105263157894737,-1.9963945333333333,0.0020276388767822206,-0.9941200000000001,0.002694758933333333,99.436
10,1.3157894736842106,-1.9889792666666668,0.0022817499834622205,-0.9939266666666667,0.0008152479555555556,99.40466666666667
10,1.4210526315789473,-1.976193666666667,0.0033995669332222206,-0.9900333333333333,0.0012117322222222225,99.00466666666667
10,1.526315789473684,-1.9576539999999998,0.0052871306306666675,-0.9854,0.0005569733333333334,98.54
10,1.631578947368421,-1.9067080666666663,0.007965255241595554,0.97586,0.0009245937333333334,97.586
10,1.7368421052631582,-1.8733883999999998,0.011652453278773333,0.96516,0.0017048410666666665,96.51733333333334
10,1.842105263157895,-1.8341008666666665,0.015751444345915553,0.9512466666666667,0.0024776458222222223,95.12466666666667
10,1.9473684210526312,-1.7915871333333333,0.024196168487782225,-0.9267133333333334,0.005743864488888889,92.67133333333334
10,2.052631578947368,-1.7197542666666665,0.03401808769512889,-0.77276,0.21504278240000002,89.496
10,2.1578947368421053,-1.6074232666666666,0.05020585653866222,0.04167333333333333,0.7255842666222222,83.95
10,2.263157894736842,-1.4902538,0.06490887903889334,-0.29871333333333333,0.5327782111555556,76.286
10,2.3684210526315788,-1.354406933333333,0.07737854019192889,-0.2660266666666667,0.4327356792888889,66.82666666666667
10,2.473684210526316,-1.2358149333333333,0.07411569676366223,-0.26149333333333336,0.33296336995555564,58.193333333333335
10,2.5789473684210527,-1.0989746,0.06311630950150666,-0.08812666666666667,0.27221649062222225,46.438
10,2.6842105263157894,-1.0076253333333332,0.05628113842488889,-0.06786666666666667,0.20962211555555554,39.716
10,2.789473684210526,-0.9382805999999999,0.04845299399697333,-0.08672666666666666,0.16139515195555557,34.660666666666664
10,2.894736842105263,-0.8719681333333333,0.04290610677118222,-0.05414666666666666,0.1320446718222222,30.557333333333332
10,3.0,-0.8274218666666667,0.04019031205518222,-0.04752,0.11447678293333334,28.248
